STREET1,STREET2,Distance,Lat,Lon
BAYBERRY DR,HILLRISE DR,0.09675388899515591
ROCKPOINT CIR,ROCKPOINT DR,0.02875949317451992,30.36452959999999,-97.7614198
MOUNTAINCLIMB DR,WALNUT CLAY DR,0.04128094296057734,30.349005,-97.7638214
GREYSTONE DR,KNOX LN,0.06978032940351638
GREENHAVEN DR,RICHCREEK RD,0.0280021451225621,30.35292149999999,-97.7392531
EDGEROCK DR,ROCKPOINT CIR,0.07004058127228883
CHARLESTON PL,MORITZ LN,0.03331260847692772
NORTHFOREST DR,STARLINE DR,0.026438374577610876,30.3628268,-97.7452928
CANYONSIDE TRL,MARBRYS RIDGE CV,0.06257092066151837
TALLOWOOD DR,WEST RIM DR,0.051997965395926604,30.3689357,-97.7667055
CROWNCREST CV,RAINTREE PL,0.04811439879321699
BELO HORIZONTE CIR,LEDGE MOUNTAIN DR,0.05212539101502625
CAVALRY CT,ORRELL CT,0.02131884340023327
BELO HORIZONTE CIR,EDWARDS MOUNTAIN DR,0.06349769577256895
HIGHLAND HILLS TRL,TIMBER TRL,0.0667466642168263
HIGHLAND VIEW DR,LAUREL LEDGE LN,0.049245023292727425
DRY CREEK DR,MARQUESA DR,0.030231405549829185,30.3448506,-97.7667304
CLUB CT,STECK AVE,0.06592692575216386
CARLISLE DR,MOPAC EXPY,0.06146069854529107
HART LN,SHADOW VALLEY CV,0.052247082370463584
GREYSTONE DR,MOPAC EXPY,0.042675419999002234,30.3567017,-97.7469263
ENCLAVE MESA CIR,RUNNING ROPE,0.04242890740155367,30.3605303,-97.7660793
HILLRISE DR,SPICEWOOD SPRINGS RD,0.022940710218874567,30.3682622,-97.7535609
SILVERPLUME CIR,SILVERWAY DR,0.023204285560270613,30.3545789,-97.7395406
MIDDLE CT,SOUTH DR,0.09525278666980676,30.3712609,-97.74895629999999
FIRESTONE DR,MONTANA NORTE,0.06761523984636335
WATERLINE RD,WOODWAY DR,0.031640235273141186
GREYSTONE DR,RUSTLING CV,0.09116200143148612
DRY CREEK DR,WESTMONT DR,0.031123347223886176,30.3439232,-97.76564259999999
HIGHLAND VIEW DR,SPANCREEK CIR,0.08349822272854861,30.3460326,-97.76279149999999
FAR WEST BLVD,VILLAGE CENTER DR,0.07305129365273755,30.3543111,-97.7551199
MESA TRAILS CIR,TEALWOOD TRL,0.07353998477053882
DRY CLIFF CV,WALNUT CLAY DR,0.050956613003318434,30.350241,-97.766088
ARGENTIA RD,MOHAWK RD,0.05244746426096611
GREAT NORTHERN BLVD,STARDUST DR,0.06171781283300119,30.3544512,-97.7462389
ENDCLIFFE DR,WEST RIM DR,0.055824548731334724,30.3696229,-97.76622630000001
DEEPWOODS DR,MESA DR,0.030407570209207004,30.3640948,-97.76387659999999
HART LN,HIDDEN HOLW,0.051912223374670295,30.3611965,-97.7524567
BRAMBLEWOOD CIR,HIDDEN HOLW,0.09191456366862547
HUNTCLIFF DR,RIDGEBACK DR,0.08749978316552322
PETRA PATH,RIDGESTONE DR,0.051356497954271836,30.365247,-97.756081
FAR WEST BLVD,STONY MEADOW LN,0.04118347609742799,30.3607956,-97.7743022
AUSTIN CENTER BLVD,AUSTIN CENTER DR,0.04439208144466298
BORDEN RD,MOPAC EXPY,0.07023890925479623
BON TERRA DR,DRY CREEK DR,0.03035723586814988,30.3454323,-97.7673793
CROWNCREST DR,EAST CT,0.038490809707245464
SHOAL CREEK WEST DR,TREADWELL BLVD,0.028790236184913855,30.3442465,-97.7471577
HIGHLAND HILLS DR,HILLBROOK DR,0.030531095425805354,30.3478343,-97.75816309999999
CAVALRY CT,DEER RIDGE CIR,0.08425551305616599
FORT HILL CT,SHOAL CREEK BLVD,0.03425719257937853
NORTH HILLS DR,ROCKLEDGE CV,0.042354786003607946,30.354599,-97.761364
MESA DR,SHADYROCK DR,0.034408149786168137
HIGHLAND HILLS DR,WENDEL CV,0.035862659836134216
BORDEN RD,JAMAICA CT,0.04449404632011639
NORTH HILLS DR,WOOD HOLLOW DR,0.05767215225343108
HIGHLANDALE DR,PASEO DEL TORO,0.09295941773365442
MESA DR,RUSTLING RD,0.02839100770214145
CAMINO SECO,HILLBROOK DR,0.04982158184065075,30.3447591,-97.76275629999999
ARGENTIA RD,JAMAICA CT,0.03738684461990072
BURNEY DR,WEST RIM DR,0.02494730141494691,30.3703401,-97.76576620000002
SPICEWOOD SPRINGS RD,TIMSON CT,0.03811672093128899
CROWNCREST DR,FOREST MESA DR,0.02568242709135699
GREAT NORTHERN BLVD,YELLOWPINE TER,0.03382226655900502,30.3566863,-97.7451992
HIDDEN HOLW,PLEASANT MEADOW CIR,0.037163050985549374
DRY CREEK DR,FIRSTVIEW DR,0.019754152030116087,30.3459323,-97.7690312
HART LN,STONECLIFF DR,0.026271614752212884,30.36015799999999,-97.753141
FAR WEST BLVD,MOPAC EXPY SVRD,0.013004322731401787
GREAT NORTHERN BLVD,MOHAWK RD,0.012544803274589796,30.3492638,-97.74867730000001
GERAGHTY AVE,VINE ST,0.04930362277752573,30.3469835,-97.7430275
HAVENWOOD DR,WESTCHESTER AVE,0.08076799192508864
GREAT NORTHERN BLVD,WHITEWAY DR,0.07087667024112766,30.3574542,-97.7448504
ROCKLEDGE DR,THORNCLIFFE DR,0.08506849276749873
BON TERRA DR,WALNUT CLAY DR,0.0456810098148441
ARBOR GLEN WAY,MYRICK DR,0.027653636804730822
ROCKPOINT DR,TABLEROCK DR,0.07253111046402898
CROSSDRAW DR,GREYSTONE DR,0.035797176909439794,30.3676036,-97.76990850000001
FOREST MESA DR,SPANDERA CV,0.028608312786404588,30.367147,-97.750058
EDGEFIELD CT,EDGEFIELD DR,0.034343377551740696,30.3564734,-97.7652423
HIGHLAND HILLS TRL,WESTSIDE DR,0.041099493117647365,30.3438038,-97.7565036
WENDEL CV,WESTSIDE CV,0.0596557275295064
PINECREST DR,SHOAL CREEK BLVD,0.029857714716870522
EAST HILL DR,MOPAC EXPY SVRD,0.07595019459835743
HILLBROOK DR,SHADOW VALLEY CV,0.09623624978227727
FOSTER LN,WHITEPINE DR,0.034352965156005694
STECK AVE,WEST CT,0.09032223783214302
BRAMBLEWOOD CIR,GREEN TRAILS,0.024454962928823938,30.3625956,-97.7534086
BAYWOOD DR,FOREST MESA DR,0.030078466885812154
ARBOR GLEN WAY,MORITZ LN,0.014374147226077721,30.366627,-97.755648
EDWARDS MOUNTAIN DR,MARQUESA DR,0.0955217878987058
EDGEFIELD DR,ROCKLEDGE CV,0.045302517785041393,30.3554383,-97.7662883
HILLRISE DR,RAINTREE PL,0.0372527415296965
CAMINO SECO,HIGHLANDALE DR,0.044129685987203515
GREEN TRAILS,HART LN,0.0430659142981349,30.3625893,-97.7515159
FOSTER LN,ROCKWOOD LN,0.0384192957383893,30.3577831,-97.73875319999999
STONECLIFF CV,STONECLIFF DR,0.06223453615345492,30.3605529,-97.7569834
ANDERSON LN,SHOAL CREEK BLVD,0.03613469520546693,30.3610565,-97.74085319999999
MC ELROY DR,WHITEWAY DR,0.03920830980382599
GRIFFIN CT,SPICEWOOD SPRINGS RD,0.07330090639014535
ANDERSON LN,MOPAC EXPY SVRD,0.048050115082803255
GLEN RIDGE DR,NORTH HILLS DR,0.03924523657382754,30.3583761,-97.7662253
PLEASANT MEADOW CIR,STONEHAVEN CIR,0.08310397081460619
GREEN TRAILS,MERRYBROOK CIR,0.0521201404132732,30.3624597,-97.7526287
GREENLAWN PKWY,STARDUST DR,0.039927396129097605
MYRICK DR,STONEYWOOD DR,0.03950334482144732,30.367115,-97.757763
SHADOW VALLEY CV,SHADOW VALLEY DR,0.033678905611491006
HIGHLAND HILLS DR,SHADOW MOUNTAIN DR,0.03089826814241268
CARLISLE DR,SAVOY PL,0.023050254342214638
MESA DR,TEALWOOD,0.01856473397166854,30.369444,-97.758421
ENCLAVE MESA CIR,HONEYCOMB ROCK CIR,0.08772935776145838,30.3626046,-97.7647774
MIA TIA CIR,NORTH HILLS DR,0.07063878061687633
GREENLAWN PKWY,SHOAL CREEK BLVD,0.028378235847250483,30.3513129,-97.7418682
MOPAC EXPY,SILVERLEAF DR,0.07117978185253077
HIGHLANDALE DR,LAUREL LEDGE LN,0.03923246961555302
DOVER PL,PINECREST DR,0.04132541198296971
GREENHAVEN DR,SILVERWAY DR,0.04351064948558873,30.3539615,-97.7381887
DEER RIDGE CIR,WILLIAMSBURG CIR,0.04099954984939496
CHIMNEY CORNERS,SIDEHILL PATH,0.09731583577127222
LAWNDALE DR,NORTHFOREST DR,0.037282513367233046
MORAVIAN CV,SPANDERA CV,0.052014155218695436
SAVOY PL,TREADWELL BLVD,0.046990593505218926,30.3453832,-97.74648499999999
SPANDERA CV,TERRINA ST,0.08452471324134295
MESA DR,SIERRA DR,0.040615650637837016,30.35471909999999,-97.7697606
ENCLAVE MESA CIR,MESA DR,0.04122802216339802
RIMDALE DR,WEST RIM DR,0.03249691696178365,30.3699392,-97.76602
CARDIN DR,WEST CT,0.09257187636733075
PONTON PL,SIERRA DR,0.01952868853884534,30.353611,-97.76685859999999
PETRA PATH,STONEYWOOD DR,0.03589158043445791,30.3663887,-97.7582516
LOSTRIDGE DR,RUSTLING CIR,0.0334413184008561
DRY LEDGE CV,RUSTY RIDGE DR,0.028753948374471646,30.3518219,-97.769297
CEBERRY DR,DENWOOD DR,0.04087162554466583
CHIMNEY CORNERS,ROCKPOINT DR,0.03298719317482778,30.36303899999999,-97.7563984
TIMSON CT,WILLIAMSBURG CIR,0.016406011539135096,30.3659098,-97.7522695
HIDDEN HOLW,ROCKPOINT DR,0.0590602634806852
CHIMNEY CORNERS,HIDDEN HOLW,0.03587687609783176,30.362641,-97.756695
SILVERWAY DR,WHITEWAY DR,0.05774217200808459
GREENHAVEN DR,GREENLAWN PKWY,0.03525871621960685,30.3507038,-97.7406225
CHIMNEY CORNERS,GREEN TRAILS,0.03168045274488215
EDWARDS MOUNTAIN CV,EDWARDS MOUNTAIN DR,0.029646683674681047,30.349682,-97.7684599
CLUB CT,SOUTH DR,0.03627430737850757
SHOAL CREEK BLVD,SKYLARK DR,0.010410291861216184,30.3528212,-97.7413459
HIGHLAND HILLS TER,HILLBROOK DR,0.07243564459471362
DRY BEND CV,WALNUT CLAY DR,0.040503396556739915,30.3497998,-97.76505370000001
SHADYROCK DR,SIDEHILL PATH,0.09374133597198672
LONG POINT DR,STEP DOWN CV,0.0640470306220548
DRY LEDGE CV,WALNUT CLAY DR,0.060799702769340214
MERIMAC,RIDGELINE DR,0.027753886911117263
MESA DR,SUNGATE DR,0.09295042275036897
GREYSTONE DR,ROCKPOINT CIR,0.09779572109418153,30.3640979,-97.7627607
GREYSTONE DR,STEP DOWN CV,0.06133766373047917
CHIMNEY CORNERS,PLEASANT MEADOW CIR,0.03780346479374013
CROWNCREST DR,WEST CT,0.04343998960999936
FIRSTVIEW DR,MESA DR,0.059700863017111916,30.3492976,-97.7719018
CARLISLE DR,SHOAL CREEK BLVD,0.062470714500965994
2222 RD,PASEO DEL TORO,0.08984879672201108
CEBERRY DR,CROWNCREST CV,0.044494822429607055,30.3695964,-97.7489801
CHIMNEY CORNERS,STONECLIFF DR,0.06530895399056953
MESA CV,RUSTY RIDGE DR,0.03667601555631194
HILLBROOK CIR,LAUREL LEDGE LN,0.06966352164054772,30.34723,-97.758962
EDGEROCK DR,HIDDEN HOLW,0.0936750304621187
BON TERRA DR,EDWARDS MOUNTAIN DR,0.03486401406487102
TIMBER TRL,WESTSIDE DR,0.09604328242929244
LEDGE MOUNTAIN DR,LONESOME VALLEY TRL,0.06109456934814149
MOPAC EXPY,NORTHFOREST DR,0.022057561073189944
2222 RD,DRY CREEK DR,0.048254744794165805,30.3425561,-97.763003
DRY CREEK DR,MOUNTAINCLIMB DR,0.007694359522839824,30.3436671,-97.7650949
CHIMNEY CORNERS,FIRESTONE DR,0.015114314443332319,30.358841,-97.760014
ARGENTIA RD,LEXINGTON RD,0.039457179696227786
HIGHLAND VIEW DR,HILLBROOK DR,0.027077518371333778,30.345665,-97.75952799999999
CROWNCREST CV,CROWNCREST DR,0.09353970937859644,30.371285,-97.750362
GREAT NORTHERN BLVD,RICKEY DR,0.06591882990644507
DOVER PL,FORT HILL CT,0.02772135744880448,30.35008049999999,-97.74417129999999
GREYSTONE DR,SHADOW HILL DR,0.022790376616293764,30.3579633,-97.74929399999999
MESA TRAILS CIR,MYRICK DR,0.019503957065835565
CAMINO SECO,PASEO DEL TORO CV,0.07587572650104225,30.3439509,-97.76279629999999
HEATHERCREST CIR,ORRELL CT,0.06412921235897949
MESA DR,ROCKPOINT DR,0.032955778357959424
BON TERRA DR,DRY CLIFF CV,0.09589441181385
HIGHLAND PASS,HILLBROOK DR,0.049555025551853815,30.3446371,-97.7614408
BROWNWOOD DR,SUMMIT BND,0.03598237696274879
CRESTHILL DR,GLENGARRY DR,0.03758534321632673,30.3434231,-97.76646319999999
BAMFORD DR,LOSTRIDGE DR,0.03236596152652302
LAMPLIGHT LN,RUNNING ROPE,0.0335370978998844
OLD QUARRY LN,VILLAGE CENTER DR,0.09009369504550337
CHIMNEY CORNERS,PETRA PATH,0.07544476164572547
CASCADE DR,RICHCREEK RD,0.04285450136393924
HIGHLANDALE DR,SPANCREEK CIR,0.025951014371488775,30.3460326,-97.76279149999999
CHIMNEY CORNERS,PEBBLE PATH,0.08499902619139105
CAT HOLLOW DR,GNARL DR,0.03303253148215744
RAINTREE PL,SPICEWOOD SPRINGS RD,0.07202243466521556
CARLISLE DR,GREAT NORTHERN BLVD,0.006554861270125671,30.3469305,-97.7497697
RUSTY RIDGE DR,SIERRA DR,0.045895047443741906
PEBBLE PATH,STONEYWOOD DR,0.02238019383389989,30.36572159999999,-97.7589247
HIDDEN HOLW,STONECLIFF DR,0.07182462936399991
LAWNDALE DR,MAYFAIR DR,0.07125576552097283
HIGHLAND HILLS DR,SIERRA DR,0.037058924541841606,30.3504603,-97.76371189999999
SPURLOCK DR,SUNGATE DR,0.040354961905506116
NORTH HILLS DR,NORTHLEDGE DR,0.034702825907362116,30.3561512,-97.7638881
MESA DR,RUSTY RIDGE DR,0.06895019500993815
SONNET AVE,SUMMIT BND,0.08714847911586925
FAR WEST BLVD,SPURLOCK DR,0.012675182800029059,30.3587218,-97.76441589999999
BAYBERRY DR,MEANDERING WAY,0.043591321981205175
SHOAL CREEK BLVD,TREADWELL BLVD,0.029176353947927492,30.3465895,-97.74557709999999
RUSTLING RD,TABLEROCK DR,0.04086093370045281,30.3674591,-97.7636994
EDWARDS MOUNTAIN DR,MESA DR,0.05289839920332642,30.3501257,-97.77153000000001
WEST RIM DR,WOODWAY DR,0.035646890902906875,30.3652613,-97.7691567
ROCKPOINT CIR,TABLEROCK DR,0.03741346585706945
COMFORT CV,STONEYWOOD DR,0.09497792289225063
HILLRISE DR,MEANDERING WAY,0.08689936742462012
CHIMNEY CORNERS,DEER RIDGE CIR,0.03261590446705672
HART LN,MERRYBROOK CIR,0.07159208027059112
CLUB CT,MIDDLE CT,0.09457922420842554
FIRSTVIEW DR,RIDGEBACK DR,0.03976527098469776,30.348819,-97.770226
GNARL DR,WEST RIM DR,0.03538605375529237,30.3645754,-97.7693803
2222 RD,HIGHLAND PASS,0.026770933925782607,30.3384731,-97.7589218
PEBBLE PATH,RIDGESTONE DR,0.04775117009595954,30.364469,-97.756514
MOHAWK RD,PIONEER PL,0.09193998726775235
PONTON PL,WALNUT CLAY DR,0.03691514529314958
CAT MOUNTAIN DR,NORTHGROVE RD,0.08721373722776903,30.352022,-97.77581099999999
MC ELROY DR,WHITEPINE DR,0.02814285026251664,30.3568527,-97.7415211
HILLBROOK DR,PASEO DEL TORO CV,0.03463233957699255
HILLBROOK DR,SHADOW VALLEY DR,0.09199291127407043
FAR WEST BLVD,WATERLINE RD,0.03063839766406962,30.3604651,-97.7679726
FOSTER LN,SHOAL CREEK BLVD,0.023917792482310195,30.3585721,-97.7407758
GREAT NORTHERN BLVD,WEST TERRACE DR,0.01177192594788356,30.3460143,-97.7502045
ORRELL CT,TIMSON CT,0.018020372463146035
BON TERRA DR,RUSTY RIDGE DR,0.037518597376443745,30.3508904,-97.7705158
SILVERLEAF DR,YELLOWPINE TER,0.028022757560687284,30.3540352,-97.741585
MORITZ LN,MYRICK DR,0.01583530061177516
DEER RIDGE CIR,GREEN TRAILS,0.03041347574398198,30.364572,-97.75424
GREYSTONE DR,WEST RIM DR,0.02034006973855968,30.367227,-97.768423
HART LN,SPICEWOOD SPRINGS RD,0.07687198471009922,30.3638125,-97.749445
EDGEFIELD CT,NORTH HILLS DR,0.03321664576745153,30.3569193,-97.76429949999999
CANYONSIDE TRL,STONY MEADOW LN,0.011230259290168609,30.3599794,-97.77444229999999
ARGENTIA RD,SAVOY PL,0.07523922520385018
EDWARDS MOUNTAIN DR,FIRSTVIEW DR,0.039393883648512526
GREENSLOPE DR,STECK AVE,0.025009779958760286,30.372936,-97.749325
BAYBERRY DR,SPICEWOOD SPRINGS RD,0.04733816106829826
CROSSDRAW DR,STEP DOWN CV,0.018005848429810487,30.3683157,-97.7700844
DENWOOD DR,WESTCHESTER AVE,0.031934117149591885
BROWNWOOD DR,SONNET AVE,0.08508775631289378
COMFORT CV,MYRICK DR,0.02084773812439065,30.366971,-97.757503
LONG POINT DR,LOSTRIDGE DR,0.08976801006087276
LAUREL LEDGE LN,SHADOW MOUNTAIN CV,0.030887030138985826
GREYSTONE DR,RUSTLING RD,0.040064904206653124
HIGHLAND HILLS TER,HIGHLAND PASS,0.029460689886398057,30.3419693,-97.7605305
FOREST MESA DR,STECK AVE,0.06748410010473418,30.3706361,-97.7467134
2222 RD,HIGHLAND HILLS DR,0.043443820559207015,30.337803,-97.75777579999999
FAR WEST BLVD,HART LN,0.0556286827524615,30.3550563,-97.7566754
MESA DR,ROCKLEDGE DR,0.03427745293410265
MOPAC EXPY,SKYLARK DR,0.0764131100462474
HIGHLAND HILLS DR,HIGHLAND VIEW DR,0.021117561082733584,30.3459261,-97.75782079999999
PETRA PATH,SHADYROCK DR,0.09111778586259764
MESA TRAILS CIR,STONEYWOOD DR,0.048931231828247344
RIDGESTONE DR,WILLIAMSBURG CIR,0.09870365202034934
LONG POINT DR,RIMDALE DR,0.03489682261274656,30.370219,-97.76729
DEEPWOODS DR,WOODWAY DR,0.028261248031437404,30.3652574,-97.76665990000001
FAR WEST BLVD,MESA DR,0.03561749600766587,30.3596665,-97.7666282
RIDGELINE,TEALWOOD TRL,0.06960036411092672,30.3702227,-97.76003469999999
MARBRYS RIDGE CV,STONY MEADOW LN,0.06282138293724905
MESA DR,RUNNING ROPE,0.03299645788709374
BAMFORD DR,LONG POINT DR,0.08811117220212426
LEXINGTON RD,SHOAL CREEK BLVD,0.044832854396336316
GREAT NORTHERN BLVD,HUNT TRL,0.02661812704478399,30.3451517,-97.7505968
ENDCLIFFE DR,RIMDALE DR,0.08688868594224482
BORDEN RD,GREAT NORTHERN BLVD,0.011959263837186243,30.3484813,-97.7490459
HIDDEN HOLW,MERRYBROOK CIR,0.030357904070340006
MEANDERING WAY,STECK AVE,0.09653882744036549
CLUB CT,FOREST MESA DR,0.012316480345373571
BORDEN RD,LEXINGTON RD,0.0748071378177927
HILLBROOK DR,SPANCREEK CIR,0.04619233790865442
FIRSTVIEW DR,LEDGE MOUNTAIN DR,0.09766509818661792
CAT HOLLOW DR,MESA DR,0.03148758477926116,30.3618783,-97.76523929999999
MESA DR,MYRICK DR,0.03784455847370548,30.3681229,-97.7593548
PEBBLE PATH,PETRA PATH,0.036446029940029885
RIDGESTONE DR,SIDEHILL PATH,0.056007358748671465,30.3637902,-97.7570598
RUSTLING RD,TALLOWOOD DR,0.039128938838980644
LEXINGTON RD,STONEWAY DR,0.04208981328850138,30.3502689,-97.74709419999999
PRICKLY PEAR DR,WATERLINE RD,0.03696342534200633
HAVENWOOD DR,STARLINE DR,0.03739568057660208,30.363077,-97.74710280000001
GNARL DR,WATERLINE RD,0.03347467699495273,30.3634326,-97.7668739
BAMFORD DR,TABLEROCK DR,0.09748115454599272
BURNEY DR,ENDCLIFFE DR,0.035766840735197675,30.369268,-97.763627
CIRCLETREE LOOP,WATERLINE RD,0.03519963148100476
GREENHAVEN DR,SILVERLEAF CIR,0.07257710245227453
MESA DR,RUSTLING CV,0.051045420921520986,30.3652035,-97.7627502
HIGHLAND HILLS DR,HIGHLAND PASS,0.025549526316090504,30.3423193,-97.75984849999999
CHIMNEY CORNERS,WILLIAMSBURG CIR,0.043380753513182005
KNOLLWOOD DR,MIA TIA CIR,0.04628299780723824
GREAT NORTHERN BLVD,SILVERLEAF DR,0.08075916182766774,30.3559029,-97.7455705
ANDERSON LN,ROCKWOOD LN,0.05170984650179122,30.3597821,-97.7382488
MESA DR,TABLEROCK DR,0.029372374910163004,30.366072,-97.761411
GREAT NORTHERN BLVD,GREENLAWN PKWY,0.031842537740060045,30.353662,-97.746607
CARDIN DR,CROWNCREST DR,0.04310959963763241,30.37081539999999,-97.7493543
EDGEFIELD CT,GLEN RIDGE DR,0.039789162098960336
NORTH HILLS DR,STAHL CV,0.046246665886465324
BON TERRA DR,MESA DR,0.06935497263116991
HEATHERCREST CIR,LINDENWOOD CIR,0.034795786293982854
SHOAL CREEK BLVD,YELLOWPINE TER,0.04210807566212514
GREEN TRAILS,HEATHERCREST CIR,0.030580895010258728,30.3639737,-97.7524778
GREENLAWN PKWY,PINECREST DR,0.039461646660449545
NORTH PARK DR,SHOAL CREEK BLVD,0.030372002434339157,30.34592049999999,-97.74513909999999
LEXINGTON RD,MOHAWK RD,0.02974807427163619,30.34928099999999,-97.7471717
EDGEFIELD DR,GLEN RIDGE DR,0.04693828641089302
GREENSLOPE DR,HILLRISE DR,0.048643653708178754
PALACE GREEN,WILLIAMSBURG CIR,0.012759200985158942
MESA CV,MESA DR,0.038574371102633315,30.3528307,-97.771318
LAWNDALE DR,STARLINE DR,0.050907684174821395,30.363141,-97.74614
FIRSTVIEW DR,GLENGARRY DR,0.031741008453862386
HIGHLANDALE DR,HILLBROOK DR,0.032437869890283834,30.3448845,-97.7622777
RIDGESTONE DR,ROCKPOINT DR,0.056959741053108456,30.363224,-97.75724799999999
CARDIN DR,FOREST MESA DR,0.03923553992057033
MOUNTAINCLIMB DR,SHADOW MOUNTAIN DR,0.03425923984058402
LEDGE MOUNTAIN DR,MESA DR,0.03307896589040025,30.34892,-97.77208499999999
GLEN RIDGE DR,ROCKLEDGE DR,0.032872779077741554,30.3557773,-97.76700110000002
CEBERRY DR,HAVENWOOD DR,0.04086080785786502
LINDENWOOD CIR,SPICEWOOD SPRINGS RD,0.08796176231643513
DRY BEND CV,MOUNTAINCLIMB DR,0.04569809056359152,30.3436671,-97.7650949
MOPAC EXPY,STECK AVE,0.030066664380674943,30.3679347,-97.74196030000002
CAVALRY CT,GREEN TRAILS,0.03345005833788153
CHIMNEY CORNERS,MORITZ LN,0.06409020351407943
CARLISLE DR,TREADWELL BLVD,0.02295665519621827,30.3460231,-97.7462633
DRY BEND CV,SIERRA DR,0.04946013364151092
FARHILLS DR,STAHL CV,0.048137703906847094
ARGENTIA RD,GREAT NORTHERN BLVD,0.0727003571075781
LAUREL LEDGE LN,MOUNTAINCLIMB DR,0.04879700599432755
GREENSLOPE DR,WEST CT,0.017609078075554927
HARVESTMAN CV,WEST RIM DR,0.03424352641591046,30.3721141,-97.76580399999999
SHOAL CREEK BLVD,STONEWAY DR,0.032867295341191434,30.3491299,-97.744914
GLENGARRY DR,WESTMONT DR,0.03342851905653538,30.3433204,-97.76585349999999
CARDIN DR,CEBERRY DR,0.03144730005266725,30.369986,-97.749934
GREAT NORTHERN BLVD,LEXINGTON RD,0.026728964395520506
CROWNCREST CV,GREENSLOPE DR,0.03448017018437364,30.371285,-97.750362
NORTH PARK DR,VINE ST,0.050238130994279165,30.3455004,-97.7440118
OVERLOOK DR,WESTSIDE DR,0.027140726576659207
BRACKEN CT,SPICEWOOD SPRINGS RD,0.06378620678743387
MESA DR,NORTH HILLS DR,0.032896096388710175,30.35878899999999,-97.76706500000002
COMFORT CV,PETRA PATH,0.07360006504627131
CROSSDRAW DR,LONG POINT DR,0.059052273644562975
FARHILLS DR,NORTH HILLS DR,0.019750753832890666,30.3602443,-97.7709079
BAYWOOD DR,SUMMIT BND,0.0353116184786388
HART LN,SHADOW VALLEY DR,0.07650821163013151
SHOAL CREEK WEST DR,WEST TERRACE DR,0.06569452946641725
CEBERRY DR,STARLINE DR,0.03056397886371236,30.3634515,-97.7478191
CEBERRY DR,WESTCHESTER AVE,0.050161252350350724
BON TERRA DR,DRY LEDGE CV,0.05116749622011009
KNOLLWOOD CV,SUMAC DR,0.04239170075158903,30.3531829,-97.76328699999999
DEEPWOODS DR,HONEYCOMB ROCK CIR,0.03655814115798782
EDWARDS MOUNTAIN DR,RIDGEBACK DR,0.03023947322853703,30.3497443,-97.7700979
CLUB CT,CROWNCREST DR,0.054377891934748214
LOSTRIDGE DR,RUSTLING RD,0.05336336026710818
EAST HILL DR,WESTSIDE DR,0.07475645726774993
KNOLLWOOD DR,SHADOW VALLEY DR,0.032683175415119024,30.3529386,-97.762339
STONECLIFF CIR,STONECLIFF DR,0.0281741210560629,30.3605561,-97.75399329999999
FAR WEST BLVD,RUNNING ROPE,0.05628168951399805
CHIMNEY CORNERS,EDGEROCK DR,0.028989075331284274,30.3618952,-97.7572261
ARBOR GLEN WAY,MESA TRAILS CIR,0.060815886208132296
RIDGELINE,RIDGELINE DR,0.013133339627172688,30.368894,-97.7608087
CHARLESTON PL,MYRICK DR,0.041121881493329675
CRESTHILL DR,DRY CREEK DR,0.09877666690231018
LAUREL LEDGE LN,WALNUT CLAY DR,0.04259968842410823,30.34882399999999,-97.76264599999999
HUNT TRL,TREADWELL BLVD,0.018266098189079333,30.3439017,-97.7476246
NORTH HILLS DR,VALLEYSIDE RD,0.01432253556635162,30.3490506,-97.7540499
KNOLLWOOD DR,PONTON PL,0.043910238141361996,30.3543813,-97.76628540000002
FAR WEST BLVD,SUNGATE DR,0.036660113190394195,30.359055,-97.7653077
GREENSLOPE DR,MIDDLE CT,0.08043954043262896
CEBERRY DR,RAINTREE PL,0.03144724078104829
BAMFORD DR,WEST RIM DR,0.04956684946262434,30.3683677,-97.7671866
CHERVIL DR,SPICEWOOD SPRINGS RD,0.08044529900495548
HONEYCOMB ROCK CIR,WATERLINE RD,0.03378399830983584
MESA DR,TEALWOOD TRL,0.017866999525235128,30.369444,-97.758421
GREENHAVEN DR,SHOAL CREEK BLVD,0.07277837423320112
MYRICK DR,RIDGELINE DR,0.06306507320259179,30.3681229,-97.7593548
